Cell Ontology ID, Cell Ontology Label, Cytokine Ontology Label, Actor, Action Sentiment, NumPapers, Enrichment Score
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",IFNA,cytokine,Positive,2,0.46
CL_0000553,megakaryocyte progenitor cell,IL3,cytokine,Positive,2,135.28
CL_0000233,platelet,IL1B,cytokine,Negative,2,1.84
CL_0000187,muscle cell,IL1B,cytokine,Unknown,2,11.01
CL_0000077,mesothelial cell,TGFB1,cytokine,Unknown,2,23.3
CL_0000023,oocyte,IL2,cytokine,Positive,2,1.04
CL_0000125,glial cell,CCL2,cell,Positive,2,4.33
CL_0000169,type B pancreatic cell,IL1B,cytokine,Unknown,2,10.49
CL_0000909,"CD8-positive, alpha-beta memory T cell",IL7,cytokine,Unknown,2,56.59
CL_0000545,T-helper 1 cell,IL2,cytokine,Negative,2,0.87
CL_0002397,"CD14-positive, CD16-positive monocyte",TNF,cell,Positive,2,8.76
CL_0000235,macrophage,PPBP,cytokine,Unknown,2,1.35
CL_0000556,megakaryocyte,IL1,cytokine,Unknown,2,4.45
CL_0000542,lymphocyte,CXCL10,cytokine,Positive,2,1.04
CL_0000182,hepatocyte,IL1,cytokine,Positive,2,0.79
CL_0000824,mature natural killer cell,TGFB1,cytokine,Negative,2,8.92
CL_1000742,glomerular mesangial cell,TGFB,cytokine,Positive,2,21.68
CL_0000127,astrocyte,IL17A,cell,Positive,2,4.24
CL_0000037,hematopoietic stem cell,RETN,cytokine,Positive,2,8.44
CL_0000540,neuron,TGFA,cytokine,Positive,2,3.8
CL_0000910,cytotoxic T cell,IFNG,cytokine,Negative,2,2.62
CL_0000235,macrophage,EPO,cytokine,Unknown,2,0.57
CL_0000576,monocyte,IL34,cytokine,Positive,2,8.29
CL_0000798,gamma-delta T cell,TNF,cytokine,Unknown,2,3.9
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",TNFSF4,cytokine,Positive,2,11.21
CL_0002544,aortic endothelial cell,TGFB,cytokine,Positive,2,4.93
CL_0000650,mesangial cell,CX3CL1,cytokine,Positive,2,55.93
CL_0000540,neuron,FGF1,cytokine,Negative,2,48.56
CL_0000236,B cell,LTA,cytokine,Unknown,2,6.81
CL_0002327,mammary epithelial cell,IL6,cytokine,Unknown,2,10.08
CL_0000050,megakaryocyte-erythroid progenitor cell,THPO,cytokine,Positive,2,252.06
CL_0000557,granulocyte monocyte progenitor cell,IFNA,cytokine,Positive,2,3.15
CL_0000624,"CD4-positive, alpha-beta T cell",IL3,cell,Positive,2,0.79
CL_0000066,epithelial cell,CCL11,cell,Positive,2,4.45
CL_0000182,hepatocyte,CCL5,cell,Positive,2,13.4
CL_0000136,fat cell,TGFB1,cytokine,Negative,2,4.44
CL_0000624,"CD4-positive, alpha-beta T cell",IFNA,cytokine,Negative,2,1.67
CL_0000898,naive T cell,IFNG,cytokine,Unknown,2,2.04
CL_0000795,"CD8-positive, alpha-beta regulatory T cell",IL10,cell,Positive,2,36.43
CL_0000771,eosinophil,IL22,cytokine,Negative,2,12.68
CL_0000819,B-1 B cell,IL6,cytokine,Positive,2,4.45
CL_0000990,conventional dendritic cell,IFNG,cytokine,Negative,2,22.94
CL_0000137,osteocyte,CCL2,cell,Positive,2,17.87
CL_0000771,eosinophil,CCL24,cell,Positive,2,26.4
CL_0000542,lymphocyte,IL33,cell,Positive,2,1.07
CL_0000137,osteocyte,IL1B,cytokine,Positive,2,17.7
CL_0002038,T follicular helper cell,IL6,cytokine,Positive,2,8.16
CL_0000542,lymphocyte,IL5,cytokine,Unknown,2,1.12
CL_0000576,monocyte,CCL5,cytokine,Positive,2,1.3
CL_0000746,cardiac muscle cell,CSF3,cytokine,Unknown,2,5.25
CL_0000188,skeletal muscle cell,TNF,cytokine,Positive,2,6.68
CL_0000057,fibroblast,IL25,cell,Positive,2,5.18
CL_0002619,adult endothelial progenitor cell,CSF2,cytokine,Positive,2,3.77
CL_0000542,lymphocyte,CXCL13,cytokine,Unknown,2,6.97
CL_0000233,platelet,EPO,cytokine,Unknown,2,2.21
CL_0000775,neutrophil,CXCL10,cytokine,Positive,2,0.6
CL_0002368,respiratory epithelial cell,IFNG,cytokine,Unknown,2,2.26
CL_0000767,basophil,IL5,cytokine,Positive,2,2.44
CL_0000128,oligodendrocyte,PDGF,cytokine,Unknown,2,110.96
CL_0000351,trophoblast cell,TGFB,cytokine,Positive,2,4.34
CL_0000084,T cell,CX3CL1,cytokine,Negative,2,2.34
CL_0002328,bronchial epithelial cell,IL16,cell,Positive,2,91.67
CL_0000814,mature NK T cell,IL18,cytokine,Positive,2,14.26
CL_0000542,lymphocyte,CCL1,cytokine,Unknown,2,44.74
CL_0000066,epithelial cell,CCL26,cell,Positive,2,10.92
CL_0000182,hepatocyte,CSF3,cytokine,Positive,2,0.42
CL_0000047,neuronal stem cell,TGFB,cytokine,Unknown,2,14.59
CL_0000624,"CD4-positive, alpha-beta T cell",IFNB1,cytokine,Unknown,2,2.04
CL_0000023,oocyte,TGFB1,cytokine,Negative,2,22.46
CL_0000034,stem cell,IL1A,cytokine,Positive,2,2.88
CL_0000127,astrocyte,CXCL8,cell,Positive,2,1.26
CL_0000134,mesenchymal cell,FGF2,cytokine,Negative,2,9.33
CL_0000145,professional antigen presenting cell,CSF2,cytokine,Positive,2,2.95
CL_0000038,erythroid progenitor cell,EPO,cytokine,Negative,2,40.01
CL_0000576,monocyte,IL17,cytokine,Unknown,2,0.52
CL_0002563,intestinal epithelial cell,IL17A,cytokine,Positive,2,13.81
CL_0000625,"CD8-positive, alpha-beta T cell",CCL5,cytokine,Positive,2,2.52
CL_0000127,astrocyte,FGF2,cytokine,Unknown,2,2.7
CL_0000540,neuron,IL2,cell,Positive,2,0.16
CL_0000235,macrophage,CSF3,cytokine,Negative,2,0.48
CL_0000145,professional antigen presenting cell,IL10,cytokine,Negative,2,13.58
CL_0000576,monocyte,IL18,cytokine,Unknown,2,1.09
CL_0002563,intestinal epithelial cell,IL7,cell,Positive,2,9
CL_0000056,myoblast,FGF2,cytokine,Unknown,2,9.19
CL_0000137,osteocyte,TNFSF11,cell,Positive,2,769.39
CL_0000540,neuron,CSF2,cytokine,Negative,2,2.75
CL_0000236,B cell,IL3,cytokine,Positive,2,0.89
CL_0000746,cardiac muscle cell,EPO,cytokine,Unknown,2,14.24
CL_0000763,myeloid cell,CXCL8,cytokine,Positive,2,1.29
CL_0000094,granulocyte,IFNA,cytokine,Positive,2,1.44
CL_0000623,natural killer cell,IL7,cytokine,Positive,2,0.31
CL_0000129,microglial cell,IL10,cytokine,Unknown,2,1.1
CL_0002092,bone marrow cell,IL4,cytokine,Positive,2,1.1
CL_0000653,glomerular visceral epithelial cell,IL13,cytokine,Positive,2,9.94
CL_0000037,hematopoietic stem cell,TNF,cytokine,Unknown,2,1.03
CL_0000576,monocyte,PF4,cytokine,Unknown,2,1.55
CL_1001607,articular chondrocyte,FGF2,cytokine,Positive,2,9.41
CL_0000771,eosinophil,IL12,cytokine,Positive,2,0.22
CL_0000893,thymocyte,CXCL12,cytokine,Negative,2,16.6
CL_0000057,fibroblast,TGFB2,cytokine,Unknown,2,9.6
CL_0000214,synovial cell,TGFB1,cytokine,Negative,2,13.12
CL_0000138,chondrocyte,CSF1,cell,Positive,2,1.64
CL_0002404,fetal thymocyte,IL2,cytokine,Positive,2,8.98
CL_0000113,mononuclear phagocyte,IL1RN,cell,Positive,2,35.43
CL_0000034,stem cell,IL7,cytokine,Positive,2,1.24
CL_0000767,basophil,CCL3,cell,Positive,2,33.37
CL_0000037,hematopoietic stem cell,IL22,cytokine,Positive,2,16.04
CL_0000235,macrophage,CX3CL1,cytokine,Unknown,2,1.78
CL_0000642,folliculostellate cell,IL6,cell,Positive,2,48.17
CL_0002064,pancreatic acinar cell,TGFB,cytokine,Positive,2,12.05
CL_0000583,alveolar macrophage,TNF,cytokine,Negative,2,3.52
CL_0000813,memory T cell,IFNG,cytokine,Positive,2,0.87
CL_0000084,T cell,CCL5,cytokine,Negative,2,5.92
CL_0000138,chondrocyte,IL6,cytokine,Unknown,2,1.07
CL_0000542,lymphocyte,LTA,cytokine,Unknown,2,9.1
CL_0002620,skin fibroblast,TGFB1,cytokine,Negative,2,73
CL_0000763,myeloid cell,IL1,cytokine,Negative,2,11.02
CL_0000499,stromal cell,TNF,cytokine,Unknown,2,0.73
CL_0000556,megakaryocyte,PF4,cytokine,Negative,2,53.36
CL_0000542,lymphocyte,IFN1,cytokine,Unknown,2,3.68
CL_0000066,epithelial cell,IL15,cytokine,Positive,2,1.03
CL_0000129,microglial cell,IL12,cytokine,Positive,2,0.98
CL_0002092,bone marrow cell,KITLG,cytokine,Unknown,2,70.08
CL_0000235,macrophage,IL23,cytokine,Unknown,2,2.26
CL_0000057,fibroblast,FGF1,cytokine,Negative,2,20.75
CL_0000134,mesenchymal cell,TNF,cytokine,Unknown,2,0.97
CL_0000084,T cell,IL16,cytokine,Positive,2,0.67
CL_0000632,hepatic stellate cell,CCL4,cytokine,Positive,2,92.3
CL_0000034,stem cell,CXCL8,cytokine,Positive,2,0.55
CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",IL2,cytokine,Positive,2,1.54
CL_0000650,mesangial cell,TGFB,cytokine,Unknown,2,4.36
CL_0000545,T-helper 1 cell,IL17,cytokine,Positive,2,0.63
CL_0000775,neutrophil,PPBP,cytokine,Positive,2,0.62
CL_0000893,thymocyte,IFNG,cytokine,Positive,2,0.16
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",IL17A,cell,Positive,2,2.15
CL_0000557,granulocyte monocyte progenitor cell,IL6,cytokine,Negative,2,9.3
CL_0000623,natural killer cell,IL1B,cytokine,Positive,2,0.24
CL_0000451,dendritic cell,IFNB1,cytokine,Positive,2,2.5
CL_0000235,macrophage,IL17A,cytokine,Unknown,2,1.38
CL_0000312,keratinocyte,IL4,cytokine,Unknown,2,0.82
CL_0000115,endothelial cell,IL2,cytokine,Positive,2,0.06
CL_0000034,stem cell,LIF,cytokine,Positive,2,10.21
CL_0000738,leukocyte,IL9,cytokine,Positive,2,3.48
CL_0000037,hematopoietic stem cell,IL4,cytokine,Unknown,2,2.28
CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",TGFB,cytokine,Positive,2,5.16
CL_0000312,keratinocyte,CSF1,cell,Positive,2,2.09
CL_0000115,endothelial cell,CSF3,cytokine,Unknown,2,0.76
CL_0000912,helper T cell,IL12,cytokine,Unknown,2,8.15
CL_0000542,lymphocyte,TGF,cytokine,Positive,2,3.65
CL_0002231,epithelial cell of prostate,CCL2,cytokine,Positive,2,21.53
CL_0000763,myeloid cell,IL10,cytokine,Positive,2,0.77
CL_0000092,osteoclast,IL18,cytokine,Negative,2,14.06
CL_0002363,keratocyte,IL13,cytokine,Positive,2,33.26
CL_0000980,plasmablast,IL6,cytokine,Unknown,2,68.54
CL_0000178,Leydig cell,IL1,cell,Positive,2,18.78
CL_0000127,astrocyte,TGFA,cytokine,Positive,2,9.64
CL_0000023,oocyte,CSF3,cytokine,Unknown,2,12.83
CL_0000624,"CD4-positive, alpha-beta T cell",CXCL10,cytokine,Positive,2,0.95
CL_0000115,endothelial cell,IFNA,cytokine,Negative,2,2.41
CL_0000169,type B pancreatic cell,IFNG,cytokine,Unknown,2,2.08
CL_0000540,neuron,IFNG,cytokine,Negative,2,0.6
CL_0000771,eosinophil,IL17,cytokine,Unknown,2,1.19
CL_0000236,B cell,TNFSF4,cytokine,Positive,2,4.25
CL_0000051,common lymphoid progenitor,TNF,cytokine,Positive,2,26.72
CL_0000232,erythrocyte,IL2,cytokine,Unknown,2,2.36
CL_0000775,neutrophil,TGFB,cytokine,Unknown,2,0.19
CL_0000135,fibrocyte,CCL2,cytokine,Positive,2,6.92
CL_0000148,melanocyte,IL24,cytokine,Unknown,2,796.2
CL_0000084,T cell,CCL18,cytokine,Positive,2,3.66
CL_0000557,granulocyte monocyte progenitor cell,TNF,cytokine,Positive,2,0.64
CL_0000236,B cell,IL1A,cytokine,Unknown,2,1.99
CL_0000576,monocyte,CCL11,cytokine,Positive,2,0.44
CL_0000556,megakaryocyte,CSF2,cytokine,Unknown,2,4.28
CL_0000622,acinar cell,FGF2,cytokine,Positive,2,15.05
CL_0002138,endothelial cell of lymphatic vessel,TGFB,cytokine,Unknown,2,15.18
CL_0000556,megakaryocyte,CSF3,cytokine,Negative,2,10.86
CL_0000542,lymphocyte,CD40LG,cytokine,Negative,2,2.37
CL_0000129,microglial cell,CSF2,cytokine,Negative,2,4.34
CL_0000622,acinar cell,TGFB,cytokine,Unknown,2,25.29
CL_0000066,epithelial cell,GDF15,cytokine,Positive,2,5.24
CL_0000129,microglial cell,CX3CL1,cytokine,Unknown,2,27.12
CL_0000100,motor neuron,IL6,cytokine,Unknown,2,16.32
CL_0000115,endothelial cell,IL3,cytokine,Unknown,2,2.7
CL_0000034,stem cell,TGFB1,cytokine,Negative,2,3.88
CL_0000738,leukocyte,OSM,cell,Positive,2,15.1
CL_0000136,fat cell,CCL2,cytokine,Positive,2,0.74
CL_0000746,cardiac muscle cell,IL18,cytokine,Unknown,2,18.08
CL_0000763,myeloid cell,IL1B,cytokine,Positive,2,1.46
CL_0000057,fibroblast,PF4,cytokine,Positive,2,0.81
CL_0002619,adult endothelial progenitor cell,PDGF,cytokine,Positive,2,30.31
CL_0000129,microglial cell,IL23,cell,Positive,2,9.69
CL_0000084,T cell,PPBP,cytokine,Unknown,2,0.78
CL_0002476,bone marrow macrophage,IL12,cell,Positive,2,50.39
CL_1001319,bladder cell,TGFB1,cytokine,Unknown,2,25.63
CL_0000115,endothelial cell,IFNB1,cytokine,Positive,2,0.84
CL_0000738,leukocyte,IL1A,cytokine,Positive,2,0.91
CL_0000540,neuron,IL1,cytokine,Positive,2,0.36
CL_0000576,monocyte,IL12,cytokine,Negative,2,0.77
CL_0002322,embryonic stem cell,TGFB,cytokine,Positive,2,2.76
CL_0002144,capillary endothelial cell,FGF2,cytokine,Positive,2,75.25
CL_0000092,osteoclast,CXCL1,cytokine,Positive,2,7.72
CL_0002548,cardiac fibroblast,IL6,cytokine,Positive,2,5.76
CL_0000057,fibroblast,IL2,cytokine,Negative,2,0.37
CL_0000092,osteoclast,FGF2,cytokine,Negative,2,4.84
CL_0000499,stromal cell,LTA,cytokine,Unknown,2,40.59
CL_0000624,"CD4-positive, alpha-beta T cell",TNF,cytokine,Negative,2,0.34
CL_0002139,endothelial cell of vascular tree,FGF2,cytokine,Unknown,2,14.11
CL_0000623,natural killer cell,IL3,cytokine,Unknown,2,1.99
CL_0000625,"CD8-positive, alpha-beta T cell",LTA,cytokine,Positive,2,2.73
CL_0000066,epithelial cell,IFNA,cell,Positive,2,0.84
CL_0000182,hepatocyte,IL1,cytokine,Unknown,2,1.38
CL_0002368,respiratory epithelial cell,CXCL8,cytokine,Unknown,2,10.04
CL_0000235,macrophage,IL1A,cytokine,Unknown,2,0.95
CL_0000625,"CD8-positive, alpha-beta T cell",IFNA,cytokine,Negative,2,1.94
CL_0000910,cytotoxic T cell,IFNA,cytokine,Positive,2,2.32
CL_0000145,professional antigen presenting cell,TNFSF9,cytokine,Unknown,2,67.33
CL_0000576,monocyte,IL3,cytokine,Negative,2,2.55
CL_0000128,oligodendrocyte,IL1B,cytokine,Negative,2,23.16
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",TNF,cytokine,Positive,2,0.09
CL_0000763,myeloid cell,IL33,cell,Positive,2,9.45
CL_0000050,megakaryocyte-erythroid progenitor cell,IL3,cytokine,Positive,2,135.28
CL_0000129,microglial cell,IL4,cytokine,Negative,2,3.01
CL_0000916,dendritic epidermal T cell,IFNG,cell,Positive,2,20.69
CL_0000624,"CD4-positive, alpha-beta T cell",IL27,cytokine,Positive,2,1.19
CL_0000499,stromal cell,IL1,cytokine,Negative,2,5.55
CL_0000623,natural killer cell,IL1,cytokine,Positive,2,0.15
CL_0000136,fat cell,TGFB,cytokine,Unknown,2,1.44
CL_0000115,endothelial cell,IL1,cytokine,Negative,2,1.62
CL_0000738,leukocyte,IL1RN,cytokine,Unknown,2,5.04
CL_0000581,peritoneal macrophage,IFNG,cytokine,Unknown,2,1.19
CL_0000771,eosinophil,IL2,cytokine,Unknown,2,0.31
CL_0000819,B-1 B cell,IL5,cytokine,Positive,2,16.55
CL_0000540,neuron,IL13,cytokine,Unknown,2,5.4
CL_0002320,connective tissue cell,TGFB,cytokine,Positive,2,18.07
CL_0000826,pro-B cell,IL7,cytokine,Unknown,2,216.94
CL_0002563,intestinal epithelial cell,IL1,cytokine,Unknown,2,10.22
CL_0000775,neutrophil,TNFSF13B,cell,Positive,2,1.88
CL_0000514,smooth muscle myoblast,TNF,cytokine,Negative,2,32.78
CL_0000163,endocrine cell,IL6,cell,Positive,2,48.17
CL_0000092,osteoclast,TNFSF9,cytokine,Negative,2,35.88
CL_0000148,melanocyte,TGFB1,cytokine,Negative,2,16.69
CL_0000501,granulosa cell,IL6,cell,Positive,2,4.52
CL_0000540,neuron,CCL26,cytokine,Unknown,2,24.24
CL_0000135,fibrocyte,TGFB1,cytokine,Unknown,2,18.31
CL_0000738,leukocyte,CXCL6,cytokine,Unknown,2,53.72
CL_0002038,T follicular helper cell,IL21,cytokine,Positive,2,54.88
CL_0000082,epithelial cell of lung,CXCL8,cytokine,Positive,2,3.7
CL_0000499,stromal cell,PDGFB,cytokine,Positive,2,31.11
CL_0000542,lymphocyte,CXCL12,cytokine,Unknown,2,1.5
CL_0000236,B cell,CXCL8,cytokine,Unknown,2,0.38
CL_0000624,"CD4-positive, alpha-beta T cell",IL17A,cytokine,Unknown,2,2.34
CL_0000062,osteoblast,IL18,cytokine,Positive,2,2.18
CL_0000499,stromal cell,CCL2,cytokine,Positive,2,0.76
CL_0000653,glomerular visceral epithelial cell,CCL2,cytokine,Positive,2,2.52
CL_0000623,natural killer cell,CSF2,cytokine,Positive,2,0.14
CL_0000786,plasma cell,IFNA,cytokine,Unknown,2,15.94
CL_0000084,T cell,IL12B,cytokine,Negative,2,6.32
CL_0000836,promyelocyte,TGFB,cytokine,Unknown,2,47.42
CL_0000136,fat cell,FGF2,cytokine,Positive,2,0.86
CL_0000624,"CD4-positive, alpha-beta T cell",CCL3,cytokine,Positive,2,1.34
CL_0002539,aortic smooth muscle cell,CXCL16,cytokine,Unknown,2,3503.3
CL_0000650,mesangial cell,IFNG,cell,Positive,2,0.63
CL_0000236,B cell,SPP1,cytokine,Unknown,2,3.12
CL_0000912,helper T cell,IL4,cytokine,Positive,2,1.35
CL_0002327,mammary epithelial cell,TGFB,cytokine,Negative,2,25.42
CL_0002322,embryonic stem cell,FGF2,cytokine,Unknown,2,13.39
CL_0000541,melanoblast,KITLG,cytokine,Positive,2,540.69
CL_0000182,hepatocyte,OSM,cytokine,Positive,2,21.53
CL_0000160,goblet cell,IL17A,cytokine,Unknown,2,62.71
CL_1000490,mesothelial cell of peritoneum,TGFB1,cytokine,Positive,2,18.31
CL_0000081,blood cell,IL3,cytokine,Positive,2,48.31
CL_0000125,glial cell,IFNB1,cytokine,Positive,2,11.15
CL_0000738,leukocyte,IL21,cytokine,Unknown,2,2.42
CL_0000581,peritoneal macrophage,IL1,cytokine,Positive,2,1.08
CL_0000134,mesenchymal cell,EPO,cytokine,Unknown,2,9.37
CL_0000545,T-helper 1 cell,IL22,cytokine,Unknown,2,10.3
CL_0000019,sperm,IL1,cell,Positive,2,27.39
CL_0000893,thymocyte,IL7,cytokine,Negative,2,12.62
CL_0000115,endothelial cell,CCL2,cytokine,Negative,2,1.76
CL_0000576,monocyte,IL17A,cytokine,Positive,2,0.4
CL_0000019,sperm,TNF,cytokine,Negative,2,17.76
CL_0000738,leukocyte,FGF2,cytokine,Unknown,2,0.83
CL_0000501,granulosa cell,TGFB1,cytokine,Positive,2,4.58
CL_0000540,neuron,CSF1,cell,Positive,2,1.06
CL_0000911,effector T cell,IFNG,cytokine,Positive,2,0.54
CL_0000092,osteoclast,IL1,cytokine,Negative,2,3.82
CL_0000453,Langerhans cell,TNF,cytokine,Negative,2,15.78
CL_0002139,endothelial cell of vascular tree,IL1A,cytokine,Positive,2,15.49
CL_0000129,microglial cell,IL1,cytokine,Unknown,2,1.99
CL_0000057,fibroblast,CXCL8,cytokine,Positive,2,0.14
CL_0000115,endothelial cell,LECT1,cytokine,Negative,2,318.94
CL_0000127,astrocyte,IL4,cell,Positive,2,0.6
CL_0000624,"CD4-positive, alpha-beta T cell",CD40LG,cytokine,Negative,2,2.14
CL_0000586,germ cell,KITLG,cytokine,Unknown,2,420.49
CL_0000351,trophoblast cell,TNF,cytokine,Negative,2,25.57
CL_0000738,leukocyte,IL13,cytokine,Negative,2,6.41
CL_0002334,preadipocyte,RETN,cytokine,Positive,2,46.57
CL_0000890,alternatively activated macrophage,IL13,cytokine,Positive,2,17.39
CL_0000214,synovial cell,TGFB,cytokine,Unknown,2,4.26
CL_0000557,granulocyte monocyte progenitor cell,IL2,cytokine,Negative,2,5.12
CL_0000546,T-helper 2 cell,IL31,cytokine,Unknown,2,130.33
CL_0000814,mature NK T cell,IL21,cytokine,Unknown,2,50.1
CL_0002138,endothelial cell of lymphatic vessel,CXCL8,cytokine,Positive,2,6.65
CL_0000623,natural killer cell,IL17A,cytokine,Positive,2,0.71
CL_0000815,regulatory T cell,IL23,cytokine,Negative,2,174.84
CL_0000540,neuron,IL1RN,cell,Positive,2,4.07
CL_0000625,"CD8-positive, alpha-beta T cell",CSF2,cytokine,Negative,2,1.26
CL_0000038,erythroid progenitor cell,IL3,cytokine,Negative,2,52.37
CL_0000871,splenic macrophage,IL10,cell,Positive,2,9.11
CL_0000442,follicular dendritic cell,IL6,cell,Positive,2,20.64
CL_0000813,memory T cell,IFNG,cytokine,Unknown,2,3.04
CL_0000540,neuron,CSF3,cytokine,Unknown,2,1.34
CL_0000746,cardiac muscle cell,FGF2,cytokine,Negative,2,14.17
CL_0000911,effector T cell,IL15,cytokine,Negative,2,55.32
CL_0002139,endothelial cell of vascular tree,TNF,cytokine,Unknown,2,3.34
CL_0000094,granulocyte,IFNG,cytokine,Positive,2,0.3
CL_0000542,lymphocyte,FGF2,cytokine,Unknown,2,0.69
CL_0002368,respiratory epithelial cell,TGFB,cytokine,Unknown,2,6.54
CL_0000182,hepatocyte,IL18,cell,Positive,2,2.14
CL_0000235,macrophage,IL21,cytokine,Negative,2,1.64
CL_0000057,fibroblast,EPO,cell,Positive,2,0.66
CL_0000624,"CD4-positive, alpha-beta T cell",IL1RN,cytokine,Unknown,2,3.8
CL_0000115,endothelial cell,PDGF,cell,Positive,2,3.47
CL_0000134,mesenchymal cell,THPO,cell,Positive,2,9.64
CL_0000084,T cell,IL16,cytokine,Unknown,2,2.36
CL_1001319,bladder cell,CSF3,cytokine,Positive,2,9.53
CL_0000899,T-helper 17 cell,IFNG,cytokine,Unknown,2,0.57
CL_0000136,fat cell,IL1B,cytokine,Negative,2,8.59
CL_0000312,keratinocyte,IL10,cytokine,Unknown,2,0.68
CL_1001607,articular chondrocyte,IL18,cytokine,Positive,2,27.34
CL_0000037,hematopoietic stem cell,CCL2,cytokine,Unknown,2,3.73
CL_0000860,classical monocyte,CCL2,cytokine,Unknown,2,48.44
CL_0000746,cardiac muscle cell,TGFB1,cytokine,Unknown,2,4.04
CL_0000775,neutrophil,PF4,cytokine,Positive,2,0.71
CL_0000893,thymocyte,IFNG,cytokine,Unknown,2,0.56
CL_0000057,fibroblast,TGFB3,cytokine,Positive,2,11.61
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",IL17,cytokine,Positive,2,0.54
CL_0000738,leukocyte,CCL8,cytokine,Positive,2,61.4
CL_0000233,platelet,CCL4,cytokine,Unknown,2,10.24
CL_0000129,microglial cell,CCL5,cytokine,Positive,2,8.72
CL_0000084,T cell,IL22,cytokine,Unknown,2,0.92
CL_0000815,regulatory T cell,IL6,cytokine,Unknown,2,3.65
CL_0000034,stem cell,IL6,cytokine,Positive,2,0.33
CL_0000127,astrocyte,IFNG,cytokine,Negative,2,1.02
CL_0000767,basophil,CSF2,cytokine,Positive,2,1.15
CL_0000545,T-helper 1 cell,IL6,cytokine,Positive,2,0.2
CL_0000312,keratinocyte,CCL20,cell,Positive,2,12.56
CL_0000115,endothelial cell,CSF2,cytokine,Positive,2,0.29
CL_0000542,lymphocyte,MIF,cell,Positive,2,7.07
CL_0000576,monocyte,CSF3,cytokine,Negative,2,0.72
CL_0002224,lens epithelial cell,TGFB,cytokine,Positive,2,21.68
CL_0000084,T cell,IL9,cytokine,Positive,2,0.9
CL_0002368,respiratory epithelial cell,TNF,cytokine,Unknown,2,3.22
CL_0000235,macrophage,IL25,cell,Positive,2,1.88
CL_0000624,"CD4-positive, alpha-beta T cell",IL21,cytokine,Negative,2,4.17
CL_0000899,T-helper 17 cell,IL12,cytokine,Positive,2,0.89
CL_0000624,"CD4-positive, alpha-beta T cell",CX3CL1,cytokine,Positive,2,1.93
CL_0000312,keratinocyte,IL17,cytokine,Unknown,2,2.16
CL_0000034,stem cell,EPO,cytokine,Positive,2,1.72
CL_0000540,neuron,IFNB1,cytokine,Negative,2,11.83
CL_0000545,T-helper 1 cell,IL17A,cytokine,Positive,2,1.7
CL_0000099,interneuron,CXCL12,cytokine,Positive,2,69.91
CL_1000300,fibroblast of outer membrane of prostatic capsule,TGFB1,cytokine,Positive,2,48.83
CL_0000092,osteoclast,TGFB1,cytokine,Negative,2,3.14
CL_0000084,T cell,CCL11,cytokine,Unknown,2,0.59
CL_0000557,granulocyte monocyte progenitor cell,TNF,cytokine,Negative,2,5.07
CL_0000233,platelet,PPBP,cytokine,Negative,2,12
CL_0000542,lymphocyte,CCL5,cytokine,Positive,2,2.4
CL_0000129,microglial cell,CSF1,cytokine,Unknown,2,3.98
CL_0000899,T-helper 17 cell,IL6,cytokine,Negative,2,3.4
CL_0000556,megakaryocyte,CXCL12,cytokine,Positive,2,3.5
CL_0000066,epithelial cell,FGF2,cytokine,Unknown,2,1.7
CL_0000084,T cell,IL3,cytokine,Unknown,2,0.43
CL_0000115,endothelial cell,IL25,cytokine,Unknown,2,16.28
CL_0000359,vascular associated smooth muscle cell,IL1A,cytokine,Positive,2,29.57
CL_0000738,leukocyte,MIF,cytokine,Unknown,2,20.15
CL_0000134,mesenchymal cell,IL6,cytokine,Unknown,2,1.78
CL_0000097,mast cell,IL33,cytokine,Negative,2,17.12
CL_0000798,gamma-delta T cell,IL10,cell,Positive,2,3.04
CL_0000138,chondrocyte,TGFA,cytokine,Positive,2,5.87
CL_0002231,epithelial cell of prostate,TGFB,cytokine,Negative,2,96.05
CL_0000092,osteoclast,IL1A,cytokine,Unknown,2,8.16
CL_0000057,fibroblast,PDGFB,cytokine,Positive,2,6.86
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CXCL12,cytokine,Unknown,2,2.96
CL_0000084,T cell,PF4,cytokine,Negative,2,1.35
